"","word","n","exNum"
"18678","junkie",6,12
"18679","jut",6,7
"18680","kamal",6,-1
"18681","kana",6,5
"18682","karaoke",6,5
"18683","kashish",6,-1
"18684","kasunsiyambalapitiya",6,-1
"18685","kbarticles",6,-1
"18686","kbs",6,-1
"18687","kemp",6,10
"18688","kensington",6,10
"18689","kerthg",6,-1
"18690","kevinbowen",6,-1
"18691","keyboardshortcuts",6,-1
"18692","keydown",6,-1
"18693","keyfuzz",6,-1
"18694","keymappings",6,-1
"18695","keyname",6,-1
"18696","keytool",6,-1
"18697","kget",6,-1
"18698","kgiii",6,-1
"18699","kiddies",6,10
"18700","kingmilo",6,-1
"18701","kinit",6,-1
"18702","kitchen",6,13
"18703","klose",6,-1
"18704","kmenuedit",6,-1
"18705","knotes",6,-1
"18706","knowingly",6,11
"18707","kodak",6,10
"18708","koffice",6,-1
"18709","kompare",6,-1
"18710","kos's",6,10
"18711","kpartx",6,-1
"18712","kpatch",6,-1
"18713","kpdf",6,-1
"18714","kpti",6,-1
"18715","kris",6,10
"18716","kruptos",6,-1
"18717","ksnip",6,-1
"18718","ksoftirqd",6,-1
"18719","kvpnc",6,-1
"18720","laboratories",6,8
"18721","laborious",6,14
"18722","labyrinth",6,12
"18723","langauge",6,-1
"18724","las",6,10
"18725","latop",6,-1
"18726","laundry",6,10
"18727","lava",6,10
"18728","layering",6,15
"18729","ldm",6,-1
"18730","leaders",6,10
"18731","leaner",6,13
"18732","learns",6,20
"18733","leftaroundabout",6,-1
"18734","legible",6,8
"18735","lego",6,7
"18736","lessons",6,15
"18737","leveraged",6,14
"18738","lexar",6,-1
"18739","lexical",6,5
"18740","lexus",6,-1
"18741","libaio",6,-1
"18742","libalgorithm",6,-1
"18743","libavahi",6,-1
"18744","libdb",6,-1
"18745","libdigest",6,-1
"18746","libdvd",6,-1
"18747","liberally",6,12
"18748","libertine",6,10
"18749","libfprint",6,-1
"18750","libglvnd",6,-1
"18751","libjava",6,-1
"18752","libjs",6,-1
"18753","libnvidia",6,-1
"18754","libsni",6,-1
"18755","libz",6,-1
"18756","lightdm's",6,-1
"18757","linkage",6,11
"18758","linkkey",6,-1
"18759","linuxquestions",6,-1
"18760","lisa",6,10
"18761","liststore",6,-1
"18762","litle",6,-1
"18763","litsoft",6,-1
"18764","lkl",6,-1
"18765","loader's",6,5
"18766","localappdata",6,-1
"18767","localepurge",6,-1
"18768","localuser",6,-1
"18769","logmein",6,-1
"18770","lookout",6,12
"18771","looong",6,-1
"18772","los",6,-1
"18773","lq",6,-1
"18774","lucid's",6,-1
"18775","lucidchart",6,-1
"18776","lukssuspend",6,-1
"18777","luncher",6,14
"18778","lvmcache",6,-1
"18779","lwn",6,-1
"18780","lycosa",6,-1
"18781","lz",6,1
"18782","lzop",6,-1
"18783","maemo",6,-1
"18784","magit",6,-1
"18785","magnets",6,12
"18786","maid",6,10
"18787","mainlinebuilds",6,-1
"18788","maintainability",6,13
"18789","mandela",6,8
"18790","mandrake",6,6
"18791","mang",6,-1
"18792","mangling",6,8
"18793","maple",6,10
"18794","marco's",6,-1
"18795","mariusgedminas",6,-1
"18796","married",6,20
"18797","massages",6,14
"18798","mast",6,12
"18799","masterpdfeditor",6,-1
"18800","matchbox",6,6
"18801","mate's",6,15
"18802","mathilde",6,8
"18803","maturity",6,12
"18804","mavlink",6,-1
"18805","maxime",6,-1
"18806","maxing",6,-1
"18807","maxtor",6,-1
"18808","mb's",6,-1
"18809","mbeq",6,-1
"18810","mbits",6,-1
"18811","mbuntu",6,-1
"18812","mckenzm",6,-1
"18813","mdb",6,-1
"18814","megabits",6,0
"18815","megasync",6,-1
"18816","megs",6,10
"18817","meizu",6,-1
"18818","memcache",6,-1
"18819","memo",6,10
"18820","memobj",6,-1
"18821","memorable",6,11
"18822","memorise",6,7
"18823","mentally",6,10
"18824","menues",6,-1
"18825","metamode",6,-1
"18826","metro",6,13
"18827","metronomes",6,5
"18828","mg",6,10
"18829","michal",6,6
"18830","microcontrollers",6,-1
"18831","micromax",6,-1
"18832","microsofts",6,-1
"18833","middleclick",6,-1
"18834","mikel",6,-1
"18835","mikkorantalainen",6,-1
"18836","mild",6,17
"18837","mindful",6,12
"18838","mines",6,17
"18839","minimizable",6,-1
"18840","minitool",6,-1
"18841","mints",6,15
"18842","minty",6,8
"18843","miredo",6,-1
"18844","misconceptions",6,10
"18845","misinterpreting",6,7
"18846","mismatched",6,7
"18847","mistaking",6,16
"18848","mitchellh",6,-1
"18849","mkisofs",6,-1
"18850","mlissner",6,-1
"18851","mmg",6,-1
"18852","modconfig",6,-1
"18853","mode's",6,15
"18854","modem's",6,5
"18855","modifyhd",6,-1
"18856","modprobing",6,-1
"18857","modulation",6,6
"18858","mono's",6,7
"18859","montage",6,8
"18860","moo",6,10
"18861","mook",6,5
"18862","moreutils",6,-1
"18863","morse",6,10
"18864","motive",6,17
"18865","mountainx",6,-1
"18866","movgrab",6,-1
"18867","msconfig",6,-1
"18868","mse",6,0
"18869","msftdata",6,-1
"18870","msstyle",6,-1
"18871","msys",6,-1
"18872","muffled",6,13
"18873","multiprocessor",6,0
"18874","multiscreen",6,-1
"18875","mush",6,12
"18876","musical",6,12
"18877","mutiple",6,-1
"18878","mvc",6,-1
"18879","mydata",6,-1
"18880","mydir",6,-1
"18881","mysqldump",6,-1
"18882","nags",6,8
"18883","nameless",6,15
"18884","namenode",6,-1
"18885","nanoseconds",6,5
"18886","nanoshot",6,-1
"18887","narrowly",6,20
"18888","naruto",6,-1
"18889","natives",6,32
"18890","ncmpcpp",6,-1
"18891","ncq",6,-1
"18892","necro",6,1
"18893","neighbors",6,14
"18894","nesting",6,14
"18895","neverautoremove",6,-1
"18896","niced",6,-1
"18897","nicknamed",6,11
"18898","nickserv",6,-1
"18899","nneonneo",6,-1
"18900","noble",6,16
"18901","nodata",6,-1
"18902","nohinting",6,-1
"18903","nominally",6,11
"18904","noon",6,12
"18905","nooptions",6,-1
"18906","nop",6,5
"18907","nopasswdlogin",6,-1
"18908","nopti",6,-1
"18909","norway",6,10
"18910","novelty",6,15
"18911","noxdamage",6,-1
"18912","nsenter",6,-1
"18913","ntfsck",6,-1
"18914","nu",6,8
"18915","nullglob",6,-1
"18916","nutty",6,13
"18917","nvu",6,-1
"18918","nxclient",6,-1
"18919","obligated",6,12
"18920","observer",6,10
"18921","obstacle",6,14
"18922","ocd",6,5
"18923","ocrfeeder",6,-1
"18924","ocrmypdf",6,-1
"18925","odp",6,-1
"18926","officialy",6,-1
"18927","ofx",6,-1
"18928","oldfred's",6,-1
"18929","olivier",6,10
"18930","olivierdulac",6,-1
"18931","on's",6,51
"18932","onezero",6,-1
"18933","onpc",6,-1
"18934","ooops",6,-1
"18935","ooxml",6,-1
"18936","openjdk's",6,-1
"18937","opennms",6,-1
"18938","openscad",6,-1
"18939","openvas",6,-1
"18940","ora",6,10
"18941","orientated",6,5
"18942","original's",6,18
"18943","orphans",6,16
"18944","orta",6,-1
"18945","osman",6,10
"18946","osx's",6,-1
"18947","otg",6,-1
"18948","otp",6,-1
"18949","otto",6,10
"18950","ouid",6,-1
"18951","outfile",6,-1
"18952","outward",6,17
"18953","overclock",6,1
"18954","overcoming",6,14
"18955","overhaul",6,13
"18956","overheats",6,9
"18957","overlaying",6,8
"18958","overrider",6,0
"18959","pacakge",6,-1
"18960","pacific",6,15
"18961","packer",6,33
"18962","packettracer",6,-1
"18963","pagemaker",6,-1
"18964","pandaboard",6,-1
"18965","panorama",6,11
"18966","papercuts",6,-1
"18967","papyrus",6,9
"18968","parameterexpansion",6,-1
"18969","paritions",6,-1
"18970","parsable",6,2
"18971","partclone",6,-1
"18972","participant",6,10
"18973","particulars",6,21
"18974","passport",6,11
"18975","passwordauthentication",6,-1
"18976","pastebins",6,-1
"18977","pawel",6,-1
"18978","pax",6,5
"18979","payments",6,10
"18980","pb",6,4
"18981","pce",6,-1
"18982","pcf",6,0
"18983","pcmcia",6,0
"18984","pdfstudio",6,-1
"18985","pdfunite",6,-1
"18986","peaks",6,19
"18987","pedant",6,6
"18988","perceivable",6,5
"18989","percona",6,-1
"18990","performant",6,-1
"18991","perpetually",6,12
"18992","personnel",6,12
"18993","perspectives",6,16
"18994","perusing",6,12
"18995","petra",6,10
"18996","petronilla",6,5
"18997","pets",6,15
"18998","pgsql",6,-1
"18999","phantom",6,13
"19000","phases",6,18
"19001","phillips",6,10
"19002","philosophies",6,12
"19003","php's",6,-1
"19004","phpmailer",6,-1
"19005","pickle",6,12
"19006","picture's",6,20
"19007","piggyback",6,13
"19008","pigpio",6,-1
"19009","pinto",6,11
"19010","pkgproblemresolver",6,-1
"19011","placeholders",6,4
"19012","planing",6,9
"19013","plant",6,21
"19014","platform's",6,12
"19015","platypus",6,5
"19016","playingdvds",6,-1
"19017","plazes",6,-1
"19018","pleasantly",6,12
"19019","plexmediaserver",6,-1
"19020","pluged",6,-1
"19021","pluging",6,-1
"19022","pnp",6,0
"19023","poe",6,10
"19024","politically",6,16
"19025","pollution",6,11
"19026","poo",6,8
"19027","poof",6,11
"19028","poorer",6,30
"19029","por",6,7
"19030","portaudio",6,-1
"19031","posing",6,18
"19032","posixly",6,-1
"19033","potato",6,10
"19034","ppetraki",6,-1
"19035","predicament",6,14
"19036","preferrably",6,-1
"19037","prefetch",6,-1
"19038","prefetching",6,-1
"19039","preffered",6,-1
"19040","prelink",6,-1
"19041","premissions",6,-1
"19042","prep",6,15
"19043","prereq",6,-1
"19044","primitives",6,17
"19045","prio",6,-1
"19046","prison",6,10
"19047","privately",6,27
"19048","privilegies",6,-1
"19049","probem",6,-1
"19050","processor's",6,1
"19051","procfs",6,-1
"19052","producer",6,10
"19053","profilename",6,-1
"19054","programfiles",6,-1
"19055","projectname",6,-1
"19056","prolific",6,14
"19057","propagates",6,8
"19058","propagating",6,11
"19059","propagation",6,7
"19060","propitiatory",6,5
"19061","prose",6,7
"19062","provoke",6,12
"19063","psx",6,-1
"19064","ptr",6,-1
"19065","pushers",6,7
"19066","pwgen",6,-1
"19067","pxeinstallserver",6,-1
"19068","pxl",6,-1
"19069","pyexiftoolgui",6,-1
"19070","pygments",6,-1
"19071","pyvenv",6,-1
"19072","qgis",6,-1
"19073","qhd",6,-1
"19074","qif",6,-1
"19075","qmail",6,-1
"19076","qualifications",6,12
"19077","quasi",6,9
"19078","queen",6,11
"19079","questioning",6,15
"19080","quickdownloader",6,-1
"19081","quickfix",6,1
"19082","quo",6,6
"19083","qutecom",6,-1
"19084","qwerty's",6,-1
"19085","races",6,41
"19086","rackandboneman",6,-1
"19087","rad",6,10
"19088","radeondriver",6,-1
"19089","ralf",6,-1
"19090","randomart",6,-1
"19091","ranlib",6,-1
"19092","rapidshare",6,-1
"19093","ravan",6,-1
"19094","ravefinity",6,-1
"19095","ravexina's",6,-1
"19096","ravi",6,10
"19097","rcurl",6,-1
"19098","reactions",6,11
"19099","readably",6,2
"19100","readed",6,-1
"19101","readimage",6,-1
"19102","reappearing",6,17
"19103","reassemble",6,6
"19104","reassuring",6,11
"19105","reattaches",6,16
"19106","rebase",6,-1
"19107","rebound",6,14
"19108","recognising",6,17
"19109","recombine",6,9
"19110","recomment",6,-1
"19111","reconcile",6,13
"19112","reconnection",6,12
"19113","recorders",6,10
"19114","recurrent",6,10
"19115","redefining",6,12
"19116","redid",6,7
"19117","redirector",6,-1
"19118","redoing",6,3
"19119","redrawn",6,50
"19120","reenabled",6,-1
"19121","refactored",6,-1
"19122","refinements",6,11
"19123","reformated",6,-1
"19124","regexr",6,-1
"19125","regexxer",6,-1
"19126","regulate",6,14
"19127","reinitialized",6,-1
"19128","reinst",6,-1
"19129","reinstal",6,8
"19130","rejoin",6,11
"19131","relaxed",6,15
"19132","relaxing",6,13
"19133","relic",6,12
"19134","relieved",6,13
"19135","relink",6,-1
"19136","renumber",6,41
"19137","reordered",6,4
"19138","repackaging",6,5
"19139","repacking",6,-1
"19140","rephrased",6,9
"19141","reprofile",6,-1
"19142","reprogrammed",6,18
"19143","resample",6,2
"19144","resamples",6,12
"19145","reselect",6,1
"19146","reservations",6,12
"19147","respawned",6,3
"19148","respawns",6,3
"19149","retarded",6,2
"19150","retention",6,10
"19151","retpoline",6,-1
"19152","retroactively",6,7
"19153","revertible",6,12
"19154","revival",6,12
"19155","revu",6,-1
"19156","rewarded",6,13
"19157","reword",6,2
"19158","rexford",6,-1
"19159","rhs",6,0
"19160","rhytmbox",6,-1
"19161","ri",6,10
"19162","ricardo",6,10
"19163","riding",6,26
"19164","rightedge",6,-1
"19165","rightfully",6,12
"19166","rinat",6,-1
"19167","rips",6,17
"19168","risc",6,0
"19169","rms",6,2
"19170","robo",6,2
"19171","roguelike",6,-1
"19172","rollingltsenablementstack",6,-1
"19173","rookie",6,11
"19174","roommate",6,10
"19175","ror",6,-1
"19176","rosch",6,-1
"19177","rose",6,30
"19178","roshangeorge",6,-1
"19179","royal",6,18
"19180","rpmdb",6,-1
"19181","rrdtool",6,-1
"19182","rubygem",6,-1
"19183","sak",6,-1
"19184","samba's",6,10
"19185","samuel",6,10
"19186","sanely",6,8
"19187","sankalp's",6,-1
"19188","savannah",6,10
"19189","savedefault",6,-1
"19190","sayin",6,-1
"19191","sbc",6,-1
"19192","scalability",6,1
"19193","scangear",6,-1
"19194","scangearmp",6,-1
"19195","scarlett",6,-1
"19196","schinstad",6,-1
"19197","schinstad's",6,-1
"19198","scientist",6,10
"19199","scoped",6,6
"19200","scott's",6,10
"19201","scramble",6,16
"19202","scratches",6,21
"19203","scree",6,5
"19204","screenshoot",6,-1
"19205","scriptfile",6,-1
"19206","scrubber",6,6
"19207","sdyy",6,-1
"19208","seach",6,-1
"19209","seagate's",6,-1
"19210","seam",6,8
"19211","seamod",6,-1
"19212","seashell",6,5
"19213","seated",6,19
"19214","sebma",6,-1
"19215","seemless",6,-1
"19216","seg",6,-1
"19217","segmented",6,9
"19218","selectors",6,11
"19219","selfservice",6,3
"19220","senior",6,15
"19221","sennheiser",6,-1
"19222","sensing",6,28
"19223","separtor",6,-1
"19224","seppo",6,0
"19225","serge",6,10
"19226","service's",6,32
"19227","ses",6,9
"19228","sesame",6,10
"19229","sesman",6,-1
"19230","sessionmanager",6,-1
"19231","setfacl",6,-1
"19232","setttings",6,-1
"19233","shareware",6,0
"19234","sharkoon",6,-1
"19235","shauna",6,-1
"19236","shellscripts",6,-1
"19237","shinobi",6,-1
"19238","shockingly",6,11
"19239","shore",6,18
"19240","should't",6,-1
"19241","shuttle",6,12
"19242","siag",6,-1
"19243","signalling",6,14
"19244","signup",6,19
"19245","simillar",6,-1
"19246","sims",6,10
"19247","simular",6,1
"19248","skippy",6,-1
"19249","sku",6,1
"19250","slang",6,10
"19251","sleepd",6,-1
"19252","sles",6,-1
"19253","slipped",6,39
"19254","slips",6,39
"19255","slitaz",6,-1
"19256","slowmovideo",6,-1
"19257","smashed",6,15
"19258","smbmount",6,-1
"19259","smestorage",6,-1
"19260","smith's",6,11
"19261","sn",6,5
"19262","snat",6,-1
"19263","sntp",6,-1
"19264","socs",6,8
"19265","softmaker",6,-1
"19266","soldered",6,8
"19267","solusos",6,-1
"19268","someones",6,10
"19269","sooooo",6,-1
"19270","sophos",6,-1
"19271","sore",6,17
"19272","sorena",6,-1
"19273","soundfonts",6,-1
"19274","spacediver",6,-1
"19275","spams",6,13
"19276","specializes",6,11
"19277","specialty",6,14
"19278","specifiy",6,-1
"19279","speedometer",6,0
"19280","spek",6,4
"19281","spfilezilla",6,-1
"19282","spotting",6,29
"19283","sqlserver",6,-1
"19284","squirrel",6,12
"19285","stacktraces",6,-1
"19286","staple",6,15
"19287","stared",6,16
"19288","starving",6,12
"19289","stencyl",6,-1
"19290","stevekroon",6,-1
"19291","stickiness",6,9
"19292","stickynotes",6,-1
"19293","strangers",6,24
"19294","stressful",6,11
"19295","stringent",6,13
"19296","striving",6,13
"19297","structural",6,11
"19298","stuart",6,10
"19299","stucked",6,-1
"19300","submissions",6,10
"19301","submitter",6,13
"19302","subordinate",6,12
"19303","subroutine",6,2
"19304","subtracted",6,12
"19305","subtracting",6,12
"19306","succinctly",6,10
"19307","sudoing",6,-1
"19308","sudoman",6,-1
"19309","sugest",6,-1
"19310","suhaib",6,-1
"19311","suitecodename",6,-1
"19312","suiting",6,13
"19313","sunbird",6,5
"19314","superceded",6,5
"19315","supercomputers",6,2
"19316","superficial",6,16
"19317","superpowers",6,10
"19318","superscript",6,1
"19319","supertux",6,-1
"19320","supporter",6,10
"19321","supportive",6,12
"19322","swcrypto",6,-1
"19323","swiftweasel",6,-1
"19324","switcheroo",6,4
"19325","sworn",6,18
"19326","symantec",6,-1
"19327","synthetic",6,13
"19328","tab's",6,13
"19329","tada",6,5
"19330","tagsistant",6,-1
"19331","tailing",6,18
"19332","taiwan",6,10
"19333","tame",6,14
"19334","targetenvironment",6,-1
"19335","tasked",6,16
"19336","tasklist",6,-1
"19337","taxing",6,14
"19338","tbird",6,-1
"19339","tbp",6,-1
"19340","tbr",6,-1
"19341","teal",6,8
"19342","technicalities",6,10
"19343","teknorah",6,-1
"19344","telnetd",6,-1
"19345","teminal",6,-1
"19346","termina",6,-1
"19347","ternary",6,5
"19348","texas",6,10
"19349","textarea",6,-1
"19350","tga",6,-1
"19351","thankx",6,-1
"19352","theories",6,24
"19353","thg",6,0
"19354","thing's",6,32
"19355","thinkfan",6,-1
"19356","thinnet",6,-1
"19357","thirdly",6,14
"19358","thirteen",6,10
"19359","thoughtful",6,15
"19360","throttles",6,8
"19361","tidied",6,9
"19362","ting",6,7
"19363","toes",6,14
"19364","toki",6,-1
"19365","tolerant",6,12
"19366","tolerated",6,11
"19367","tomas",6,-1
"19368","tomato",6,10
"19369","tomorow",6,-1
"19370","tomtom",6,5
"19371","topcoder",6,-1
"19372","toroidal",6,1
"19373","torrenting",6,-1
"19374","tossed",6,18
"19375","touchscreens",6,6
"19376","tow",6,13
"19377","toys",6,13
"19378","tracefs",6,-1
"19379","transcoded",6,-1
"19380","trapping",6,17
"19381","treasure",6,11
"19382","trek",6,10
"19383","trims",6,16
"19384","trumps",6,11
"19385","trusty's",6,10
"19386","truthfully",6,13
"19387","trys",6,-1
"19388","tshepang",6,-1
"19389","tso",6,8
"19390","tsocks",6,-1
"19391","tunning",6,1
"19392","turnaround",6,7
"19393","tutor",6,11
"19394","tuxera",6,-1
"19395","typeahead",6,-1
"19396","typist",6,8
"19397","typographic",6,5
"19398","ub",6,0
"19399","ubantu",6,-1
"19400","ubashu",6,-1
"19401","ubucompilator",6,-1
"19402","ubuntudevelopment",6,-1
"19403","ubuntumate",6,-1
"19404","ubutu",6,-1
"19405","ucloner",6,-1
"19406","udd",6,-1
"19407","ugene",6,-1
"19408","ulg",6,-1
"19409","ulrich",6,8
"19410","ultradefrag",6,-1
"19411","umlauts",6,5
"19412","ummm",6,-1
"19413","unalias",6,-1
"19414","unarchive",6,-1
"19415","unbuffered",6,1
"19416","unclutter",6,12
"19417","uncut",6,12
"19418","undergoing",6,12
"19419","undergone",6,12
"19420","underground",6,19
"19421","underlining",6,8
"19422","unexperienced",6,8
"19423","unfocused",6,10
"19424","unfonts",6,-1
"19425","uninformed",6,11
"19426","unmout",6,-1
"19427","unneccessary",6,-1
"19428","unnoticed",6,26
"19429","unorganized",6,10
"19430","unorthodox",6,11
"19431","unplayable",6,3
"19432","unpopular",6,10
"19433","unpractical",6,5
"19434","unqualified",6,13
"19435","unwittingly",6,12
"19436","upowerd",6,-1
"19437","upubuntu",6,-1
"19438","urdu",6,10
"19439","urged",6,21
"19440","urlparse",6,-1
"19441","usbstick",6,-1
"19442","userguide",6,-1
"19443","utilising",6,6
"19444","uuoc",6,-1
"19445","uvesafb",6,-1
"19446","vagrant's",6,11
"19447","valued",6,24
"19448","valvesoftware",6,-1
"19449","vboxguest",6,-1
"19450","vboxnetflt",6,-1
"19451","vdfuse",6,-1
"19452","vent",6,14
"19453","veusz",6,-1
"19454","vhds",6,-1
"19455","vibes",6,2
"19456","vibration",6,9
"19457","viceversa",6,12
"19458","victory",6,16
"19459","vidarlo",6,-1
"19460","vie",6,7
"19461","vimperator",6,-1
"19462","vince",6,10
"19463","vintage",6,17
"19464","vinux",6,-1
"19465","virtuozzo",6,-1
"19466","vixie",6,-1
"19467","vlad",6,5
"19468","vladimir",6,10
"19469","vp",6,10
"19470","vsftp",6,-1
"19471","vtn",6,-1
"19472","vundle",6,-1
"19473","wager",6,11
"19474","walked",6,28
"19475","wantedby",6,-1
"19476","wash",6,49
"19477","wat",6,6
"19478","watermarks",6,7
"19479","waterproof",6,8
"19480","wayland's",6,5
"19481","wdc",6,0
"19482","webcamd",6,-1
"19483","webextensions",6,-1
"19484","webinterface",6,-1
"19485","webkey",6,-1
"19486","webos",6,-1
"19487","wee",6,11
"19488","weekdays",6,12
"19489","wesnoth",6,-1
"19490","weston",6,10
"19491","whitepapers",6,-1
"19492","whith",6,-1
"19493","wht",6,-1
"19494","willingly",6,12
"19495","windowmanager",6,-1
"19496","windowsshare",6,-1
"19497","wisest",6,19
"19498","withouth",6,-1
"19499","wjandrea's",6,-1
"19500","wn",6,-1
"19501","wontfix",6,-1
"19502","woodcutter",6,5
"19503","wordlist",6,-1
"19504","workarround",6,-1
"19505","workmatex",6,-1
"19506","worksheet",6,3
"19507","worths",6,15
"19508","wot",6,5
"19509","wth",6,-1
"19510","wubiguide",6,-1
"19511","xc",6,2
"19512","xczzhh",6,-1
"19513","xdissent",6,-1
"19514","xdotools",6,-1
"19515","xdvdshrink",6,-1
"19516","xenclient",6,-1
